High,Month,Model_ID,AI_Service,Department,Transactions_Processed,Accuracy_Score,Prediction_Confidence,Bias_Flag_Count,Manual_Override_Count,Customer_Complaints,Compliance_Violations,Cloud_Resource_Cost,Avg_Response_Time,Failed_Decisions,Risk_Level,Compliance_Status,Region
RID1477,Feb,M103,Fraud Detection AI,Customer Service,3151,94.16,93.41,6,85,9,5,5348,5.34,33,High,Violation,Midlands
RID1478,Jun,M104,Loan Approval AI,Finance,3220,70.63,74.39,5,11,17,3,4506,4.05,224,Critical,Review Required,Midlands
RID1479,Dec,M101,Resume Screening AI,Customer Service,4193,69.31,73.06,11,46,18,2,2007,4.6,231,Critical,Review Required,North UK
RID1480,Nov,M105,Inventory Forecast AI,HR,4146,78.69,81.38,5,30,22,4,11667,1.56,155,High,Violation,Midlands
RID1481,Jan,M104,Loan Approval AI,Customer Service,4080,86.28,86.87,0,59,3,3,7177,1.67,95,Medium,Review Required,London
RID1482,Apr,M103,Fraud Detection AI,Sales,3116,96.4,94.68,3,70,15,7,7861,1.59,15,Critical,Violation,North UK
RID1483,Mar,M104,Loan Approval AI,Sales,4928,73.6,76.97,4,58,12,0,4016,2.29,196,Critical,Compliant,Midlands
RID1484,Aug,M103,Fraud Detection AI,HR,4853,88.52,88.32,0,42,20,8,6858,2.16,83,Critical,Violation,Scotland
RID1485,Nov,M101,Resume Screening AI,HR,2724,80.59,81.84,10,54,24,4,5130,2.93,147,High,Violation,London
RID1486,Jan,M104,Loan Approval AI,Customer Service,3852,86.15,86.09,2,15,19,3,4953,1.16,102,Medium,Review Required,Midlands
RID1487,Oct,M105,Inventory Forecast AI,Customer Service,4538,70.67,73.84,4,14,24,5,12893,2.98,225,Critical,Violation,North UK
RID1488,Sep,M102,Customer Support Chatbot,Operations,1449,87.29,87.45,2,54,38,4,2328,9.8,90,High,Violation,North UK
RID1489,Apr,M103,Fraud Detection AI,HR,4842,88.98,88.92,1,95,21,5,8496,3.99,80,High,Violation,Midlands
RID1490,Sep,M104,Loan Approval AI,Customer Service,1111,84.1,85.67,3,26,16,2,7586,5.36,112,Medium,Review Required,North UK
RID1491,Dec,M105,Inventory Forecast AI,Operations,2433,73.54,77.07,1,22,8,0,14259,4.85,198,Critical,Compliant,Scotland
RID1492,Sep,M103,Fraud Detection AI,Finance,4872,81.25,83.43,5,73,18,4,2914,2.77,135,High,Violation,Scotland
RID1493,Nov,M104,Loan Approval AI,Operations,4567,82.4,83.51,3,8,20,1,4149,6.03,128,High,Review Required,North UK
RID1494,Jul,M105,Inventory Forecast AI,HR,1514,69.51,73.16,1,29,3,0,12585,1.41,230,Critical,Compliant,Scotland
RID1495,Jul,M101,Resume Screening AI,Finance,4597,86.2,87.28,14,7,23,5,5487,1.36,96,Critical,Violation,London
RID1496,Jul,M103,Fraud Detection AI,Customer Service,3944,87.21,87.66,3,50,1,9,4146,3.49,91,Critical,Violation,Scotland
RID1497,Nov,M102,Customer Support Chatbot,Operations,3691,73.71,76.02,7,49,48,4,2645,8.02,202,Critical,Violation,North UK
RID1498,Mar,M104,Loan Approval AI,Sales,2744,83.78,85.06,3,59,8,1,7424,5.93,115,Medium,Review Required,North UK
RID1499,Feb,M102,Customer Support Chatbot,HR,2283,72.21,74.71,8,39,18,5,5283,5.41,213,Critical,Violation,Midlands
RID1500,Nov,M101,Resume Screening AI,HR,1140,86.76,87.28,10,55,22,4,3575,3.05,96,High,Violation,Scotland
